ID,Label,Text
W4554,1,i feel welcomed cared for and ready to be pleased
W4555,1,im feeling pretty comfortable
W4556,0,i was feeling kind of resentful about it since its april and all
W4557,0,i always feel this way in these moods but it s still unpleasant
W4558,1,im feeling virtuous i do a spinach feta cranberry salad with balsamic viniagrette
W4559,1,i want them to feel eager to attend a amp m i want them to feel like they belong
W4560,0,i feel petty and mean unemotional when im with her
W4561,1,i feel so special that so many people prayed so hard for me
W4562,0,i feel like people dont really want me in their company but also they dont want to hurt my feelings
W4563,1,i am thankful for my job and feeling so blessed everyday
W4564,0,i believed it was true love and feel devastated i wanted to settle down and have the whole marriage and kids thing with him
W4565,1,i feel this strong urge to stop the work trip
W4566,1,i feel oddly nostalgic for those early days when we were all still figuring things out
W4567,0,i aint pissed angry mad or anything i just feel pretty much fuckin insulted
W4568,1,i feel like maybe a yoga class and later a long hot soak in the tub with some beautiful perfumed bath salts
W4569,0,i feel burdened both figuratively and literally
W4570,1,i am feeling called to show up in a more faithful way
W4571,0,i am still working through the guilt of feeling selfish for self preservation without the justification that i must survive to bring up my babies
W4572,0,i know its only the beginning of and im already feeling fucked
W4573,0,i often feel resentful of anything that seems good
W4574,0,i sing i feel weird
W4575,0,i am feeling so ridiculously uncomfortable these days the rising temperatures dont help and i have added wicked heartburn to the list of things keeping me up at night
W4576,1,i can feel the presence of my beloved behind me and i tilt my neck to the side smiling at the feel of his lips against my shoulder
W4577,1,i am already feeling like i am being less productive
W4578,0,i even mentioned him was to show i want to trust you with my feelings hoping you would not think i was being rude mean coercive or pushy
W4579,1,i get out if bed and look in the mirror i feel brave
W4580,0,i am that woman who will notice and i will send one your way even on days when i feel discouraged myself
W4581,1,i feel content sending packet after packet out into the world
W4582,0,i was feeling drained before i even sat in the chair
W4583,0,i am back at home feeling irritable about that since ive been looking forward to the party all week
W4584,1,i think back through jesus many miracles it feels like he takes each case individually and heals them in a way that will be the most loving and helpful to them
W4585,0,i feel pathetic to report that i know about as much korean after these three months as i did italian after a three week vacation in italy
W4586,0,i feel like i m damaged goods and that he deserves better than this
W4587,0,i can feel rejected just because someone needs to sleep
W4588,1,ive felt even more centered here and pleased w how things are going w out feeling complacent
W4589,1,i feel for loving you
W4590,0,i know i am not alone when i say i often feel rushed
W4591,1,i had to choose the sleek and smoother feel of the sweet revenge made drawing and handling the blaster a bit nicer
W4592,0,ive finished it i feel foolish for having put any expectations on the story when i began reading it
W4593,0,i miss time with my husband and not feeling rushed to get back home to relieve our caregiver
W4594,0,i felt humiliated and belittled me because it keyed into all of my trigger points it made me feel stupid and inarticulate and laughable and flattened about something i m passionate about knowledgeable about and see as my place in the world
W4595,1,i feel that i am not important enough to live not worthy enough to struggle any longer no one will miss me or even care that i have gone
W4596,0,i feel lethargic and sluggish and i absolutely notice that at night its harder to fall asleep
W4597,0,i literally just text tychelle to see if she wants to hang out because reading what i just wrote about my nonexistent social life made me feel so pathetic
W4598,0,im feeling a bit dull today but a href http thepage
W4599,0,i feel like i m always beaten up by some sort of evil people
W4600,1,i feel that i need to be more generous with my offerings to them especially in hunting and fishing
W4601,1,i feel like a proud mother watching their child grow and develop into an adult and quite seriously my business is like a child to me
W4602,0,i mention that i feel ignored and sad on my crappy birthdays he reminds me that he threw a th birthday party for me
W4603,0,i feel rushed trying to get everything together late at night
W4604,1,i feel that entertainers as talented as williams become part of our lives
W4605,1,i want a natasha gan dress just cos i can wear it out and feel fab i want blue suede boots the colour of the ocean i want i want i want i need none of the above but it won t stop me going to chadstone tonite or tomorrow
W4606,0,i am convinced that being encouraged to be obedient to the commandments of god when done with compassion and love by caring church family members do not leave us feeling abused trapped and hopeless but strengthened hopeful and cherished by both god and his church
W4607,0,i wasn t motivated i was tired and my guilt was making me feel worthless
W4608,1,i have also realized that while i may feel fabulous some days today is proof that im still right there in it with all my listeners
W4609,0,when i saw all the starving people in ethiopia on tv it felt awful to see such suffering
W4610,0,i really dont like attention because i feel pressured to think about a topic and talk
W4611,0,i had just begun to feel like teaching was my metier but am now resigned to the fact that i likely wont teach at university ever again
W4612,1,i feel about hot moms
W4613,1,i didnt want to hurt her feelings and am fond of avoiding conflict when these situations arise
W4614,0,i am currently feeling very aggravated
W4615,1,id feel triumphant or something
W4616,0,im totally digging and all the band business over the last little while i feel like ive been totally socially and emotionally neglectful of a lot of shit in my world
W4617,0,i feel like a greedy person for liking two people
W4618,1,im feeling doodly playful artistic hungry puzzled trendy stellar and wonderful
W4619,1,i feel accepted as long as i am real and am not pious uppity and religious for the sake of religion
W4620,1,i know is that right now i feel like i am still in th grade trying to be as useful as my little legs will let me be
W4621,1,i really enjoy having the weekend off i feel naughty for not doing but i am still getting results and it is a really nice treat
W4622,0,i was a child i stole rmb from my grandfather maternal and i feel i exceptionally wronged him
W4623,1,i am feeling quite smug
W4624,0,ive borne witness to the suffering of other innocent children at the hands of the violent and i feel helpless in trying to make things better for them
W4625,0,im feeling really hateful and disgruntled about my job but i sure hope i dont lose it for being late
W4626,1,i kept waking up and feeling glad the dream was over then i would fall back asleep only to the dream continuing
W4627,1,i cant help how i feel aside with a few like dick hobbs and rebecca mcpherson im not exactly a popular guy at school
W4628,1,i mean i feel that a bgr should be treasured and not dumped like some people i know going steady having to find themselves dumped or they dump
W4629,1,im feeling like there are no casual dylan fans
W4630,0,i do feel drained and totally exhausted today
W4631,1,im currently in a phase of feeling very positive and optimistic about graduation though that tends to range on a daily basis between euphoria and deep deep depression so no bets on how ill feel about it tomorrow
W4632,1,i am feeling inspired to write a parody piece but not today as i have been in too much of a bad mood
W4633,1,i love how soft they make my hair feel and it gives my hair a lovely natural looking shine to it
W4634,1,i think i like how it feels more lively in the dorama
W4635,0,i think im just feeling sentimental right now p aaaaand tis another work day tomorrow
W4636,0,i was feeling irritable and grumpy today so i came home for lunch took a nap
W4637,0,ive been feeling restless in my career
W4638,1,i feel fine about that
W4639,1,i felt good and feel fine today too
W4640,1,i feel deeply and truly content
W4641,0,i am just feeling grumpy and sore
W4642,0,i love the treadmill and i am actually so used to it that i actually feel intimidated running outside
W4643,0,i was feeling particularly bitchy and i dont think i adequately expressed my appreciation for that
W4644,0,i didn t feel as terrified or as nervous as i normally would in that type of situation
W4645,0,i feel assaulted the new kid whined
W4646,0,i think i m feeling dissatisfied with my life
W4647,1,i guess it s that whole i need a hobby thing to feel worthwhile smart and important
W4648,0,i feel outraged that my life is so easy so blessed
W4649,1,i posed in cutesy vintage ways all the time feeling absolutely freaking fabulous
W4650,1,i feel the show was a success for me and i am glad that i did it and i have decided that i will do pg live in may too so better get planning
W4651,1,i feel is glamorous will be shared there
W4652,0,i have been going around feeling like i have roundly abused my poor tongue so ravaged by hops has it become i think it is a challenge to think of taste as a really physical sensation
W4653,0,i also hate feeling aggravated when i dont know how i am supposed to eat because when i feel that way i often sound that way
W4654,0,i have to actually tell myself to breathe breathe breathe in and out when i feel absolutely terrified because i know i can t just go home that the life i missed isn t there anymore
W4655,1,i did feel ecstatic as i no longer belong to that school
W4656,1,i feel quietly ecstatic over the painless change in our grocery expense
W4657,1,i am feeling so incredibly blessed for the life i have been given and the people that god has put in it
W4658,0,i know how you feel and im sorry
W4659,1,i feel very lucky to live in a warm home with the three people i love most
W4660,1,i feel like watching a show or a movie after the kids are in bed i make sure to hop on my elliptical or spin bike for at least minutes of the show before i settle down and stretch out for the night
W4661,0,i went but i did feel shaky
W4662,0,i can feel is horrible that for someone somewhere theyve felt that bad and worse
W4663,1,i feel re invigorated and full of ambition
W4664,1,i can feel him kick and move and know that it will be ok
W4665,0,i feel petty things but not to the extent that humans seem to feel them wars have been started over stupid little things and try as i might i cannot understand how things such as loving two people or feeling jealous can lead to murder and unhappiness
W4666,1,i feel the love and i thank you for it pagetitle popular news abc news u
W4667,0,i typically respond when i feel offended
W4668,0,im clocking in the scale in the s and i feel terrible
W4669,0,i feel even more empty
W4670,0,i also feel ungrateful after hearing stories from my grandma about people she knew at hospitals or nursing homes who had no one to talk to at all and for whom simple small talk was a huge step
W4671,1,i feel privileged to be amongst this new culture and learn new things
W4672,0,i am not even attempting to plan to be perfect that week it wont happen so i need to make a plan to atleast get through it without feeling deprived or mad at myself
W4673,1,i know ive talked about this before and i know that eric has talked about how the same thing happened on his mission just how like sometimes you feel like you get super overwhelmed by all the stuff you have to do and its just so easy to be really hard on yourself the mental game if you will
W4674,0,i had this strange feeling that she was incredibly distressed
W4675,0,im feeling sorry for myself i think of miss jimmy who had nothing and yet was thankful for everything
W4676,1,i hadnt read on a blog before and you guys i feel thrilled that i know you at all
W4677,0,i feel like a regretful soul
W4678,0,i feel resigned to my lot in life being that i watch everyone else become a parent
W4679,1,i view jesus as a human being through whom i and others feel weve encountered the divine i dont view him as a superman
W4680,1,i don t particularly have too much to say on it as it works well but doesn t particularly feel like it s something very clever or new
W4681,1,i did not feel in the least smart
W4682,1,i feel like thats a cop out having safe people
W4683,1,i always get questions about blocking in my classes and its a topic i feel pretty passionately about as a knitter and as a teacher
W4684,0,i do meet that i do date will continue to be sources of apathy or worse people whom i feel i have wronged or in whose confidence i act in bad faith
W4685,1,i really dont feel very sociable in that bar anymore
W4686,1,ive never been a huge holiday person but i definitely feel more festive more hopeful more willing to celebrate others joys
W4687,1,i feel like i m teetering on the edge of hoarding insanity when it comes to my beloved clothing
W4688,0,i feel like the apothecary in romeo and juliet an unfortunate comparison perhaps
W4689,1,i feel pretty most of the time
W4690,1,i feel very honored to be on the shortlist and congratulate wish all nominees the very best for tonights awards thank you age scotland for the kindness div class intro style background color fff color font family trebuchet ms helvetica bitstream vera sans sans serif font size
W4691,1,i feel like ive become more relaxed as a parent
W4692,0,i do feel a bit deprived of a typical experience
W4693,1,i worried over the feeling of supposed to being at church but rich and dr
W4694,1,i have i feel excited nervous and a little bit sad
W4695,0,i wonder how this feeling of being sentimental can help me through the agony of writing a report which dues tomorrow
W4696,1,i guess i m a sucker for the grand and endless battle between apparent good and apparent evil and i m no different than anyone else who feels they have the divine gift of discernment in situations like this
W4697,0,i feel so sorry for the people affected
W4698,0,i didnt feel any real emotional connection this not being so much a character driven story
W4699,0,i feel like a guilty sack of shit
W4700,0,i cant begin to think of how that would feel morose doesnt even begin to cover it
W4701,0,i had a sudden feeling of missed opportunity here i could have asked how their evening was going
W4702,1,i swear it made me feel a lot better
W4703,0,i shouldnt feel gloomy
W4704,1,i feel like i love all romantic comedies that sort of have a mixed tone so some of woody allen s work obviously and jim brooks and some of the earl billy wilder films like the apartment
W4705,1,i woke up this morning feeling content despite yesterday being a day involved in mundane paperwork that government bureaucrats revel in
W4706,1,i didn t feel like i could face the day but i clung onto the verse the lord is gracious and compassionate as i started the morning
W4707,0,ive fallen asleep embracing a person but never a book and we both woke up this morning feeling kind of awkward about it
W4708,1,i have found if i can make time for quiet reflection or even just pause in the chaos i can feel god s peace and his gentle comfort
W4709,0,i had the feeling stubborn and ridiculous and possibly several more colourful turns of phrase as the children were all still asleep were on the tip of her tongue but she settled for heaving a sigh and turning to leave
W4710,1,i feel like i rather have loyal readers than followers that don t ever look at my blog
W4711,0,i fear that other people ask me about my feelings i am most reluctant to talk about things
W4712,0,i feel so dumb for being honest
W4713,1,i have an uncomfortable feeling that there actually was an important lesson there for me to learn
W4714,0,i don t want to feel anything i want to be numb
W4715,0,i am aware of a level of unrest and feeling uncertain and i will sit with it for now
W4716,0,i just feel like weve been living in a weird time warp like its only wednesday
W4717,0,i remember sitting in my family room in dallas watching the story unfold in new york so many years ago and feeling so helpless
W4718,0,i really feel stupid
W4719,0,i must say it is a wonderful feeling and makes me feel so submissive
W4720,0,i find myself feeling sentimental pretty much every day
W4721,0,i never realized just how awful my mother has been feeling about her lack of energy and independence until i had this operation and have been so wimpy and tired
W4722,0,i feel so sorry for californians
W4723,0,i felt good in a way where i really didn t feel the tension of being punished for a day
W4724,1,i know what it feels like to legitemately liked by someone that somehow got me to feel the same way which trust me takes alot i want that in my life
W4725,1,i feel that as we study him we find that he was indeed a perfect example of what any christian and especially a latter day saint should be
W4726,0,i doubt theres any greater reluctance by federal authorities to employ tear gas and plain force if they feel threatened
W4727,0,i read which i feel i didn t need to read makes me a little grumpy
W4728,1,i am so grateful to feel the energy of life within my body to feel the pleasant vibration in my hands feet body and head
W4729,0,ill write again soon cant wait to hear from everyone im feeling pretty homesick right now
W4730,1,i feel the most important thing is just someone makes you very comfortable thats all
W4731,1,i feel safe beautiful and appreciated
W4732,0,i feel like the dust in me has been shaken and still has not settled
W4733,0,i think maybe about how strongly she feels about him and being there for him but brad looks really distracted
W4734,0,i feel so cluster fucked in my head
W4735,1,i enjoy making the people i love feel treasured and loved on their special day
W4736,1,i always feel that it is profoundly worthwhile
W4737,0,i can feel the damage in aching joints headaches backaches etc
W4738,0,i always feel so unimportant so much that i always wonder if people remember my birthday
W4739,0,i used to have this friend who always always had to have a boyfriend and if she didnt she would get majorly depressed and feel defective or something and i think she was that way because of her mom and i always felt really bad for her
W4740,1,i feel good having defended the sanctity of the span style webkit text size adjust auto webkit text stroke width px background color white color display inline
W4741,1,i keep wondering why im hitting walls of grief and loss even while im having fun or feeling excited or enjoying some wonderful friends and pre summer time experiences
W4742,1,i want to be swept off my feet and feel special rather than just being told i am
W4743,0,when i heard about the way a parent of a friend had mistreated him
W4744,0,i worry that he s feeling resentful for doing woman s work
W4745,1,i still feel like i get walked all over but well i m trying
W4746,0,i was feeling a little grumpy thinking about everything that needs to get done but flipping it around this way well now i m ready to roll up my sleeves write some to do lists and get to work
W4747,1,i thought he was just the type that doesn t show his feelings i laughed and convinced myself that i don t know what s happening beyond closed doors so who am i to make conclusions
W4748,0,i can feel myself getting agitated at all the constant noise chatter
W4749,0,i must bring some perspective into the equation consider how you would feel if you went a week without calling and then phoned up to find out youd missed your final opportunity to talk with a parent
W4750,0,i find myself chasing the needles and feeling stressed during the entire process
W4751,0,i feel bad that i don t have anything for you
W4752,0,i feel like a jaded cat whatever who doesn t ever get nervous before races because i ve just done so many and i couldn t care less
W4753,0,i neither ask for nor deserve to feel frightened when any kook puts me in danger for any reason
W4754,0,i said eventually it brings me down again not only because of the sugar that it contains which as i said ends up making me feel groggy and gives me a tummy ache but also because of the guilt i feel afterwards
W4755,0,i feel beaten by it
W4756,0,i try not to make anyone feel uncomfortable
W4757,0,i feel like i can take on the world and even if it says no to me i wont be afraid and will not be discouraged
W4758,0,i can spend my life condemning others i feel have wronged my people or me and yet my own consequences are strangely bitter
W4759,0,i feel utterly dismayed that our favourite lloyd grossman product has been ditched
W4760,0,i am bogged down by the feelings of being unloved it only ends up making me feel worthy of love that is being showered upon me how can i feel the love and joy if i feel deep within me unworthy
W4761,1,i do feel welcomed
W4762,0,i feel louis vuitton took it up to the court and now on for instance ebay you cannot buy fake lv anymore well not on purpose that is
W4763,1,i want be there when she passed away or when she was not feeling good and same with my brother and other grandparents
W4764,0,im feeling lately vulnerable impressionable and a little emotional
W4765,1,i asked if anyone has ever confessed their feelings for someone and got accepted rejected
W4766,0,ive tried and tried and every single person i hang out with i just feel like everything about it is fake
W4767,0,im stuck feeling hopeless at this time
W4768,0,im feeling hesitant to put much else into words
W4769,0,i feel horrible about wanting sonipro amp source geekparty linkedin a target blank title share on tumblr rel nofollow href http www
W4770,1,i started to feel fine sleep wouldnt come to me
W4771,1,i feel like im loving them even more now that im working again i appreciate every snuggle and feeding just a little more since i miss so much when im gone
W4772,0,i tell my a little how much i hate feeling needy how i hate that moment when i know ive become too attached in my own head
W4773,0,i feel like ive hated on this series a lot since ive started blogging so a little honesty is in order
W4774,1,i have trusted mike with some deeply personal information and feelings and have delighted in seeing this trust rewarded in pragmatic advice and practical outcomes
W4775,1,i feel pretty relieved and psyched that they actually got to see something penn said as members of the production team sifted through the mounds of trash pulling out boxes games and other atari products
W4776,1,i feel that i no longer have to do things to look cool
W4777,0,ive always been a giver not a taker i feel selfish in considering this idea
W4778,1,i feel more adventurous willing to take risks img src http cdn
W4779,0,i am left feeling numb and shaky
W4780,0,i could continue feeling awful and crying to all my friends and focus on how wronged i had been and end up feeling worse
W4781,1,i feel so honored and grateful that these wonderful people have entrusted us with this beautiful boy as our son
W4782,0,i feel apprehensive while opening the blue door
W4783,1,im not going to gush too much about the relationship but just know that im feeling very content these days
W4784,0,i feel humiliated i choose to believe that somehow janis sanders will see these words and know that he cannot get away with abusing others
W4785,0,i feel as if i am completely worthless
W4786,0,i feel remorseful but i am not ready to die and i do not look in the mirror
W4787,0,i definetly need both as i have been feeling quite lethargic
W4788,1,im feeling determined to face facts have a gander at my donut a href http
W4789,0,i do feel a little bashful about it
W4790,1,i do not feel assured in myself and i bet i know a few who can relate
W4791,0,i feel frustrated sometimes with my mac lipsticks when i have to read names or open each of them to select shade
W4792,0,i don t fit in and never will despite the fact if you gave me the option i would still choose to be an outsider and combined with the lack of creativity and originality and dare i say it the utter conformity of the student body it just makes me feel depressed
W4793,0,i feel unpleasant time is long
W4794,1,i think i can finally articulate it the prius is in its own shiny happy al gore wearing patagonia in alaska way somewhat insidious in that it makes driving feel like a virtuous act
W4795,1,im feeling much more optimistic than i was just before coming here or en route here
W4796,0,i dont know if its easier to have a mental illness or watch someone you love battle with it but today i think the hardest thing is feeling helpless to stop it
W4797,0,i know that this pair of socks took about two months to make but i feel that was because yours truly was truly distracted by the strings as i like to call it
W4798,0,i can feel the frantic beat of his heart but cookie s voice is surprisingly clear
W4799,1,during lectures
W4800,0,i did feel a little lighter in spirit now that i knew that neither he nor warrick despised me for my incredible naivety and stupidity
W4801,0,i run to him when i feel threatened and insecure
W4802,0,i liked the ending but i did feel like it was a little bit rushed
W4803,1,i am feeling rather artistic and felt like sharing some of my artwork
W4804,1,i feel like this project will actually help me pick a valuable car that is decent looking as well as efficient to my everyday use
W4805,1,i say we because it makes all the difference as a parent when you have an open and easy to talk to teacher who you really feel is the perfect fit for your child
W4806,1,i feel happy now that i am enjoying the changes in my life and looking forward to the unknown good times that are yet to come autumn and winter are suddenly just new steps on the journey
W4807,0,i was feeling pretty low about that but joan saw my disappointment and lifted my spirit with corinthians
W4808,0,i couldnt help feeling a little envious of what treats the body power people might have in store for them demonstrations of super strength perfect specimens glistening with accentuating oil exercise gear to be seen in
W4809,0,i feel troubled and also terrified your minute my partner and i view hundreds of white jackets and obtain caught from the surgeons evaluating area sterile and clean smelling and brimming with numerous devices
W4810,0,i hide this secret inside of me away from everyone because i feel ashamed and like i have no assistance in making it better
W4811,1,i dont know if i cans trust him and i dont know how he feels about trusting me
W4812,0,i feel greedy about wanting to see this film series continue
W4813,0,i have to admit that i feel a little irate as well but its under control
W4814,0,i dont have a yeast infection in the vagina i could be feeling irritated by yeast due to my diet so i should stop eating lots of sugary foods if i can
W4815,0,i cant help but feel that if i hadnt had been so selfish then i could have sheltered you from feeling this way now
W4816,1,i am plagued by awkward feelings the charming tale of a not so charming gal named me
W4817,1,i feel more lively
W4818,0,i have swung between feeling resentful that others need me to feeling ashamed and angry that i am not more with it and able to be a better daughter sister friend citizen
W4819,1,i feel i am determined to regain my routine i once had and of which i was so proud
W4820,0,i didn t feel alarmed at all
W4821,1,i feel extremely honoured and flattered that you are turning to me for advice in this matter and hope that i can help you with your decision
W4822,0,i was years old at one time knowing my dad wasnt coming home and its the worst feeling i have ever felt and ive hated you since and it wont ever change
W4823,1,i came into this quarter feeling really invigorated and now because of work im back to where i was at the end of spring quarter not sleeping not eating well not taking care of myself not doing good work
W4824,0,i would feel very ungrateful if i didnt thank you all and you know who you are
W4825,1,i feel glamorous rich enough for enriching my perfume collection even more haha
W4826,0,i feel like that when i try to try on relationship traditions that i and the people i care about get damaged
W4827,0,i may feel uncomfortable or just want to give up
W4828,1,i should feel like there is much to do sure because there is but not so much that im overwhelmed unhappy and not enjoying my time with my family
W4829,0,i also suspect that like me those who feel like they want to die will be reluctant to share that information with anyone because it is so freaking scary
W4830,0,i would like to experience but i just wished to depart from the others to lay down and relieve myself from this odd sense of nausea and avoid having to make anyone feel bad about having brought up the restaurant in the first place
W4831,1,im feeling that longing urge to create something again
W4832,1,i feel this way i know it has a reputation for a student population eager to join this culture but somehow i doubt its just northwestern
W4833,1,i can use these moments as an opportunity to feel that radiant beautiful soul that has been hidden for so long behind those walls
W4834,0,ive been feeling helpless since superstorm sandy hit one of my favorite places in the world and i suspect a lot of you share that feeling
W4835,1,i just feel that there is too much too many pages too many descriptions of stars too many supporting characters
W4836,1,i cannot feel more sincere
W4837,1,i may not feel amazing all the time but i am capable of much more than just lighting another cigarette
W4838,0,i start feeling crappy i just have to toss this on and bam i am singing and dancing and shimmy ing my shoulders just like whitney
W4839,1,i hopped on the scale this morning feeling none too optimistic
W4840,0,i even feel that he is still feel gloomy and moody till now
W4841,0,i am feeling a tad lonely about his absence now
W4842,0,i just feel resentful and show my resentment by eating tempura and sundaes
W4843,0,i get the feeling this miserable narrator is pining for an ex lover dreaming of her return and wonders whether he should unlock his door in case she should come this way and in and have a drink and dancing
W4844,1,i feel like i would have more direction that i would still feel innocent
W4845,1,i believe if you have happy and healthy relationships you are likely to feel much more energized and inspired which will be reflected in your overall health and appearance
W4846,0,i didnt feel any tragic estrangement between superman and his family perhaps because of the playing perhaps because unlike batman he already had one
W4847,1,i feel absolutely assured in informing you that you need to get your hands on this set
W4848,1,i feel that if i make one mistake everything will shatter like a delicate crystal flower that slipped from my grasp
W4849,0,i feel the cold more than him
W4850,1,i may be a bit late this year but im feeling very festive sat by the fire imagination its actually just a hot radiator
W4851,0,i admittedly feel like crap and want to sleep all day and am so cranky i just want to yell at everyone
W4852,1,i feel popular today
W4853,0,i feel gloomy and i desperately seek affection
W4854,1,i feel like trusting the driver
W4855,0,i find is that these things are effecting loved ones who i love dearly so i feel so so helpless so what is the remedy for the hard times
W4856,1,i dont know about you guys but i certainly feel fabulous about myself
W4857,1,i feel honoured to have this opportunity and look forward to the future and how our lives will develop
W4858,0,i remember feeling annoyed but also wondering if i shouldn t stop and buy something
W4859,0,im feeling slightly empty right now as if i want to reach out my hand for someone anyone to hold
W4860,1,i am fair skinned and i feel that this gives a lovely highlight on pale skin without just looking like a mass of glitter
W4861,0,i don t talk about it a lot but a majority of my time is spent at work and at work i m feeling generally unhappy lonely frustrated and even a little bitter from past events that just won t go away
W4862,0,i think i have made it known how i feel about cold weather we are not friends i am ready for winter to be finished please please be finished
W4863,1,im probably the least talkative person in the group i always feel glad for going even when its intense uncomfortable or when i feel vulnerable
W4864,1,i feel on the verge of tears from weariness i look at your sweet face and cant help but tenderly kiss your cheeks
W4865,0,i get into conversations and regret them and start to feel exhausted after fifteen minutes of something that sounds like something but feels like it is only peas and carrots peas and carrots mush mush mush
W4866,0,i was feeling awful because it felt like i was pushing really hard to maintain the pace which sounded really slow
W4867,0,i always feel a little ashamed of my american history knowledge so i like to learn more when i can
W4868,0,i was challenged by the clip where richard gere gives julia roberts money to buy some pretty clothes she walks into an expensive boutique in her work clothes and the condescending staff refuse to serve her and leave her feeling humiliated
W4869,0,i am going crazy at leas the feeling is more pleasent them fearful
W4870,0,i felt lost and half of the time now i feel just numb
W4871,0,i feel less burdened in a way
W4872,1,i had seen but theres just something about their set that makes you feel so glad to be there
W4873,1,i feel that i ve been very gracious in not freaking out about finances so if you saw it fit to smooth things over monetarily i wouldn t say no
W4874,0,i want him to feel uncertain and unsettled because he deserves it and maybe itll teach him a lesson
W4875,0,i feel guilty that i dont have the need to constantly check in on her
W4876,1,i have the distinct sickening feeling he paused glancing up at kakashi and the rest of his eager audience that i m going to regret this
W4877,1,i really feel like he will never love me he will never be affectionate because he doesnt love me
W4878,0,i may feel a bit gloomy
W4879,1,i feel absolutely loved
W4880,0,i personally feel that every rapist should be punished rigorously if not hanged
W4881,0,i feel terrible but i can t even remember all the girls that came to pray with me last night
W4882,1,i feel i have to write about it it was truly innocent even though there was quite a bit of feeling involved
W4883,0,i feel is manifesting in strange ways
W4884,1,i wonder if feeling complacent is a result of my laziness
W4885,1,i mean it didnt feel like one it felt like a casual outing just meeting up to catch up and all
W4886,1,i think the most significant feeling that i am left with after being here for a week is that we are all deeply privileged to live where we live and have what we have
W4887,1,i feel ive been loyal
W4888,0,i feel that i was damaged by gt gt gt religion and i will not let that happen to any children of mine
W4889,0,i spent all of wednesday feeling miserable
W4890,0,i really do feel for kids who are tortured in highschool
W4891,1,i have a feeling he s going to start popping up all over primetime with his innocent kid potential murderer face
W4892,0,i am so sick of feeling worthless and useless and miserable
W4893,1,i predict that i have and what it takes to deal with a situation i feel safe
W4894,0,i started to develop feelings for you they scared me and i freaked out but you promised me that i was safe
W4895,1,i am down pounds feel fantastic and were shocked to have discovered what i had been going through this past year
W4896,0,i feel so disheartened now
W4897,1,i feel those memories are precious and i am so glad i have them
W4898,0,i got shots from as many likely angles as i could feeling like a moronic tourist but deciding not to care
W4899,1,i feel all our time is devoted to scheduling instead of actually making the center be top notch
W4900,0,im feeling a bit apprehensive about it as i dont know if my little note cards will stand out from the mass of talent on etsy
W4901,0,i feel this distraught i am thankful that the weather is improving so much
W4902,0,i ran despite feeling rotten and i m glad i did as well as i did but i really want to do better
W4903,1,i am definitely feeling the festive vibe and i have been busy with christmas y things mince pies are very much a british xmas goodie that i had never heard of before i met my husband well maybe in a song but other than that
W4904,0,i can assume they are not feeling the cold like i am their water is not frozen they have plenty of feed though they eschew this in favor of foraging and scratch
W4905,0,i feel like a total bitchy person today yay
W4906,0,i feel the palate jaded types take on natural wine and lighter styles as a messianic quest to reveal the true nature of great wine
W4907,0,i feel a little tortured and lost
W4908,1,i do feel super strong you should see how the biceps on my left arm are shaping up
W4909,1,i am feeling excited and also nervous worrying about all the little details and hoping that our first day goes well
W4910,1,i am stories this week and decide not to be separated from the feelings you are after any longer by introducing a little sprinkling of the delicious feelings you are after right away
W4911,1,i am not a professional historian by any means so some may feel as if i left out important things or took them out of context
W4912,0,i dont know why but every time i feel like i am doing someone a favor all the time i start to feel burdened and stressed by that
W4913,1,i woke up on saturday feeling so glad it was saturday and that the work week was behind me
W4914,0,i havent exactly gone for a spin around the block yet since id feel strange strapping in a teddy bear in place of a baby but it looks nice and sturdy and like it will do the trick
W4915,0,i have been wanting to write about a secret life i live one that only a handful of people know about one i keep secret and one that i feel embarrassed about even though i know it is perfectly human normal and deep down i feel it is right
W4916,0,at one of my close friends saying she didnt like the way i am nice to people i dont know
W4917,0,i would feel resentful toward patrick because i couldnt read avery her nightly books with just her and me
W4918,0,im feeling regretful tonight too
W4919,0,im feeling so helpless clueless and homesick
W4920,0,i have just been wandering around santa cruz and thinking about this being the last time in a while that i m seeing all those meaningful streets squares shops caf s where i have spent so much time with my friends makes me feel almost heartbroken
W4921,1,im finally looking forward to my toes kissing the sand once again and feeling so free
W4922,1,ive had two shots of lupron and im feeling fine
W4923,1,im deep in a budget spreadsheet i feel that im someplace where i dont do my most creative work
W4924,1,i couldn t hear the whir of its motor or feel the stir of cool air
W4925,1,i just feel as though somehow shes become less likeable
W4926,0,i still feel a bit overwhelmed
W4927,1,i might have a potential job on the line so i m feeling generous
W4928,0,i hope to always remain grateful even when feeling a little unsure about my endeavors
W4929,0,i hope that i soon wont feel like a stupid slut
W4930,0,i feel in my heart and definately in my idiotic mind
W4931,1,i feel no matter how convinced i am that i am all alone on this life journey of mine i am not alone
W4932,1,i won t argue with those who are disabled about how the mda telethon makes them feel i wouldn t take away from them the want to be respected
W4933,0,im feeling pretty depressed and i think its spiraling
W4934,0,im feeling insecure and sad because i dont know what to do with my book
W4935,1,i sure know where to come if i m feeling a little tender
W4936,1,i didnt sleep quite as well last night but i still feel quite energetic this morning
W4937,0,i have agonised over writing a review for this book my words just dont seem to flow i feel somehow inadequate for this task
